rule_number,title,category,url,content_length,word_count
8.63,"Policies and factors governing extensions of time  (a) Policies  (1) The time limits prescribed by these rules should generally be met to ensure expeditious conduct of appellate business and public confidence in the efficient administration of appellate justice. (2) The effective assistance of counsel to which a party is entitled includes adequate time for counsel to prepare briefs or other documents that fully advance the party's interests. Adequate time also allows the preparation of accurate, clear, concise, and complete submissions that assist the courts. (3) For a variety of legitimate reasons, counsel may not always be able to prepare briefs or other documents within the time specified in the rules of court. To balance the competing policies stated in (1) and (2), applications to extend time in the reviewing courts must demonstrate good cause--or an exceptional showing of good cause, when required by these rules--under (b). If good cause is shown, the court must extend the time.  (Subd (a) amended effective January 1, 2023; previously amended effective January 1, 2007.)  (b) Factors considered  In determining good cause--or an exceptional showing of good cause, when required by these rules--the court must consider the following factors when applicable: (1) The degree of prejudice, if any, to any party from a grant or denial of the extension. A party claiming prejudice must support the claim in detail. (2) In a civil case, the positions of the client and any opponent with regard to the extension. (3) The length of the record, including the number of relevant trial exhibits. A party relying on this factor must specify the length of the record. In a civil case, a record containing one volume of clerk's transcript or appendix and two volumes of reporter's transcript is considered an average-length record. (4) The number and complexity of the issues raised. A party relying on this factor must specify the issues. (5) Whether there are settlement negotiations and, if so, how far they have progressed and when they might be completed. (6) Whether the case is entitled to priority. (7) Whether counsel responsible for preparing the document is new to the case. (8) Whether other counsel or the client needs additional time to review the document. (9) Whether counsel responsible for preparing the document has other time-limited commitments that prevent timely filing of the document. Mere conclusory statements that more time is needed because of other pressing business will not suffice. Good cause requires a specific showing of other obligations of counsel that: (A) Have deadlines that as a practical matter preclude filing the document by the due date without impairing its quality; or (B) Arise from cases entitled to priority. (10) Illness of counsel, a personal emergency, or a planned vacation that counsel did not reasonably expect to conflict with the due date and cannot reasonably rearrange. (11) Any other factor that constitutes good cause in the context of the case.  (Subd (b) amended effective January 1, 2023; previously amended effective January 1, 2007.) Rule 8.63 amended effective January 1, 2023; repealed and adopted as rule 45.5 effective January 1, 2005; previously amended and renumbered effective January 1, 2007.  CALIFORNIA RULES OF COURT   2025",,,3486,
8.68,"Shortening time  For good cause and except as these rules provide otherwise, the Chief Justice or presiding justice may shorten the time to do any act required or permitted under these rules.  Rule 8.68 adopted effective January 1, 2007.  CALIFORNIA RULES OF COURT   2025",,,277,
8.80,"Statement of purpose  (a) Intent  The rules in this article are intended to provide the public with reasonable access to appellate court records that are maintained in electronic form, while protecting privacy interests .  (b) Benefits of electronic access  Improved technologies provide courts with many alternatives to the historical paper-based record receipt and retention process, including the creation and use of court records maintained in electronic form. Providing public access to appellate court records that are maintained in electronic form may save the courts and the public time, money, and effort and encourage courts to be more efficient in their operations. Improved access to appellate court records may also foster in the public a more comprehensive understanding of the appellate court system.  (c) No creation of rights  The rules in this article are not intended to give the public a right of access to any record that they are not otherwise entitled to access. The rules do not create any right of access to sealed or confidential records.  Rule 8.80 adopted effective January 1, 2016.  Advisory Committee Comment  The rules in this article acknowledge the benefits that electronic court records provide but attempt to limit the potential for unjustified intrusions into the privacy of individuals involved in litigation that can occur as a result of remote access to electronic court records. The proposed rules take into account the limited resources currently available in the appellate courts. It is contemplated that the rules may be modified to provide greater electronic access as the courts' technical capabilities improve and with the knowledge gained from the experience of the courts in providing electronic access under these rules.  Subdivision (c).   Rules 8.45-8.47 govern sealed and confidential records in the appellate courts.  CALIFORNIA RULES OF COURT   2025",,,1899,
8.81,"Application and scope  (a) Application  The rules in this article apply only to records of the Supreme Court and Courts of Appeal.  (b) Access by parties and attorneys  The rules in this article apply only to access to court records by the public. They do not limit access to court records by a party to an action or proceeding, by the attorney of a party, or by other persons or entities that are entitled to access by statute or rule.  Rule 8.81 adopted effective January 1, 2016.  CALIFORNIA RULES OF COURT   2025",,,519,
8.82,"Definitions  As used in this article, the following definitions apply: (1) ""Court record"" is any document, paper, exhibit, transcript, or other thing filed in an action or proceeding; any order, judgment, or opinion of the court; and any court minutes, index, register of actions, or docket. The term does not include the personal notes or preliminary memoranda of justices, judges, or other judicial branch personnel. (2) ""Electronic record"" is a court record that requires the use of an electronic device to access. The term includes both a record that has been filed electronically and an electronic copy or version of a record that was filed in paper form. (3) ""The public"" means an individual, a group, or an entity, including print or electronic media, or the representative of an individual, a group, or an entity. (4) ""Electronic access"" means computer access to court records available to the public through both public terminals at the courthouse and remotely, unless otherwise specified in the rules in this article. (5) Providing electronic access to electronic records ""to the extent it is feasible to do so"" means that electronic access must be provided to the extent the court determines it has the resources and technical capacity to do so. (6) ""Bulk distribution"" means distribution of multiple electronic records that is not done on a case-by-case basis.  Rule 8.82 adopted effective January 1, 2016.  CALIFORNIA RULES OF COURT   2025",,,1458,
8.83,"Public access  (a) General right of access  All electronic records must be made reasonably available to the public in some form, whether in electronic or in paper form, except sealed or confidential records.  (b) Electronic access required to extent feasible  (1) Electronic access, both remote and at the courthouse, will be provided to the following court records, except sealed or confidential records, to the extent it is feasible to do so: (A) Dockets or registers of actions; (B) Calendars; (C) Opinions; and (D) The following Supreme Court records: i. Results from the most recent Supreme Court weekly conference; ii. Party briefs in cases argued in the Supreme Court for at least the preceding three years; iii. Supreme Court minutes from at least the preceding three years. (2) If a court maintains records in civil cases in addition to those listed in (1) in electronic form, electronic access to these records, except those listed in (c), must be provided both remotely and at the courthouse, to the extent it is feasible to do so.  (c) Courthouse electronic access only  If a court maintains the following records in electronic form, electronic access to these records must be provided at the courthouse, to the extent it is feasible to do so, but remote electronic access may not be provided to these records: (1) Any reporter's transcript for which the reporter is entitled to receive a fee; and (2) Records other than those listed in (b)(1) in the following proceedings: (A) Proceedings under the Family Code, including proceedings for dissolution, legal separation, and nullity of marriage; child and spousal support proceedings; child custody proceedings; and domestic violence prevention proceedings; (B) Juvenile court proceedings; (C) Guardianship or conservatorship proceedings; (D) Mental health proceedings; (E) Criminal proceedings; (F) Civil harassment proceedings under Code of Civil Procedure section 527.6; (G) Workplace violence prevention proceedings under Code of Civil Procedure section 527.8; (H) Private postsecondary school violence prevention proceedings under Code of Civil Procedure section 527.85; (I) Elder or dependent adult abuse prevention proceedings under Welfare and Institutions Code section 15657.03; and (J) Proceedings to compromise the claims of a minor or a person with a disability.  (d) Remote electronic access allowed in extraordinary cases CALIFORNIA RULES OF COURT   2025",,,8543,
8.84,"Limitations and conditions  (a) Means of access  Electronic access to records required under this article must be provided by means of a network or software that is based on industry standards or is in the public domain.  (b) Official record  Unless electronically certified by the court, a court record available by electronic access is not the official record of the court.  (c) Conditions of use by persons accessing records  Electronic access to court records may be conditioned on: (1) The user's consent to access the records only as instructed; and (2) The user's consent to monitoring of access to its records. The court must give notice of these conditions, in any manner it deems appropriate. Access may be denied to a member of the public for failure to comply with either of these conditions of use.  (d) Notices to persons accessing records  The court must give notice of the following information to members of the public accessing its records electronically, in any manner it deems appropriate: (1) The identity of the court staff member to be contacted about the requirements for accessing the court's records electronically. (2) That copyright and other proprietary rights may apply to information in a case file, absent an express grant of additional rights by the holder of the copyright or other proprietary right. This notice must advise the public that: (A) Use of such information in a case file is permissible only to the extent permitted by law or court order; and (B) Any use inconsistent with proprietary rights is prohibited. (3) Whether electronic records are the official records of the court. The notice must describe the procedure and any fee required for obtaining a certified copy of an official record of the court. (4) That any person who willfully destroys or alters any court record maintained in electronic form is subject to the penalties imposed by Government Code section 6201.  (e) Access policy  A privacy policy must be posted on the California Courts public-access website to inform members of the public accessing its electronic records of the information collected regarding access transactions and the uses that may be made of the collected information.  Rule 8.84 adopted effective January 1, 2016.  CALIFORNIA RULES OF COURT   2025",,,2279,
8.90,"Privacy in opinions  (a) Application  (1) This rule provides guidance on the use of names in appellate court opinions. (2) Reference to juveniles in juvenile court proceedings is governed by rule 8.401(a). (3) Where other laws establish specific privacy-protection requirements that differ from the provisions in this rule, those specific requirements supersede the provisions in this rule.  (b) Persons protected  To protect personal privacy interests, in all opinions, the reviewing court should consider referring to the following people by first name and last initial or, if the first name is unusual or other circumstances would defeat the objective of anonymity, by initials only: (1) Children in all proceedings under the Family Code and protected persons in domestic violence-prevention proceedings; (2) Wards in guardianship proceedings and conservatees in conservatorship proceedings; (3) Patients in mental health proceedings; (4) Victims in criminal proceedings; (5) Protected persons in civil harassment proceedings under Code of Civil Procedure section 527.6; (6) Protected persons in workplace violence-prevention proceedings under Code of Civil Procedure section 527.8; (7) Protected persons in private postsecondary school violence-prevention proceedings under Code of Civil Procedure section 527.85; (8) Protected persons in elder or dependent adult abuse-prevention proceedings under Welfare and Institutions Code section 15657.03; (9) Minors or persons with disabilities in proceedings to compromise the claims of a minor or a person with a disability; (10) Persons in other circumstances in which personal privacy interests support not using the person's name; and (11) Persons in other circumstances in which use of that person's full name would defeat the objective of anonymity for a person identified in (1)-(10).  Rule 8.90 adopted effective January 1, 2017.  Advisory Committee Comment  Subdivision (b)(1)-(9) lists people in proceedings under rule 8.83 for which remote electronic access to records-except dockets or registers of actions, calendars, opinions, and certain Supreme Court records-may not be provided. If the court maintains these records in electronic form, electronic access must be provided at the courthouse only, to the extent it is feasible to do so. (Cal. Rules of Court, rule 8.83(c).) Subdivision (b)(1)-(9) recognizes the privacy considerations of certain persons subject to the proceedings listed in rule 8.83(c). Subdivision (b)(10) recognizes people in circumstances other than the listed proceedings, such as witnesses, in which the court should consider referring to a person by first name and last initial, or, if the first name is unusual or other circumstances would defeat the objective of protecting personal privacy interests, by initials. Subdivision (b)(11) recognizes people in circumstances other than the listed proceedings, such as relatives, in which the court should consider referring to a person by first name and last initial or by initials if the use of that person's full name would identify another person whose personal privacy interests support remaining anonymous.  CALIFORNIA RULES OF COURT   2025",,,3178,
8.360,"Briefs by parties and amici curiae  (a) Contents and form  Except as provided in this rule, briefs in criminal appeals must comply as nearly as possible with rules 8.200 and 8.204.  (Subd (a) amended effective January 1, 2007.)  (b) Length  (1) A brief produced on a computer must not exceed 25,500 words, including footnotes. Such a brief must include a certificate by appellate counsel or an unrepresented defendant stating the number of words in the brief; the person certifying may rely on the word count of the computer program used to prepare the brief. (2) A typewritten brief must not exceed 75 pages. (3) The tables required under rule 8.204(a)(1), the cover information required under rule 8.204(b)(10), any Certificate of Interested Entities or Persons required under rule 8.361, a certificate under (1), any signature block, and any attachment permitted under rule 8.204(d) are excluded from the limits stated in (1) or (2). (4) A combined brief in an appeal governed by (e) must not exceed double the limit stated in (1) or (2). (5) On application, the presiding justice may permit a longer brief for good cause.  (Subd (b) amended effective January 1, 2011; previously amended effective January 1, 2007.)  (c) Time to file  (1) The appellant's opening brief must be served and filed within 40 days after the record is filed in the reviewing court. (2) The respondent's brief must be served and filed within 30 days after the appellant's opening brief is filed. (3) The appellant must serve and file a reply brief, if any, within 20 days after the respondent files its brief. (4) The time to serve and file a brief may not be extended by stipulation, but only by order of the presiding justice under rule 8.60. (5) If a party fails to timely file an appellant's opening brief or a respondent's brief, the reviewing court clerk must promptly notify the party in writing that the brief must be filed within 30 days after the notice is sent, and that failure to comply may result in one of the following sanctions: (A) If the brief is an appellant's opening brief: (i) If the appellant is the People, the court will dismiss the appeal; (ii) If the appellant is the defendant and is represented by appointed counsel on appeal, the court will relieve that appointed counsel and appoint new counsel; (iii) If the appellant is the defendant and is not represented by appointed counsel, the court will dismiss the appeal; or (B) If the brief is a respondent's brief, the court will decide the appeal on the record, the opening brief, and any oral argument by the appellant. (6) If a party fails to comply with a notice under (5), the court may impose the sanction specified in the notice.  (Subd (c) amended effective January 1, 2016; previously amended effective January 1, 2007.)  (d) Service  (1) Defendant's appellate counsel must serve each brief for the defendant on the People and the district attorney, and must send a copy of each to the defendant personally unless the defendant requests otherwise.  CALIFORNIA RULES OF COURT   2025",,,5215,
3.252,"Service of papers on the clerk when a party's address is unknown  (a) Service of papers  When service is made under Code of Civil Procedure section 1011(b) and a party's residence address is unknown, the notice or papers delivered to the clerk, or to the judge if there is no clerk, must be enclosed in an envelope addressed to the party in care of the clerk or the judge.  (Subd (a) amended and lettered effective January 1, 2003.)  (b) Information on the envelope  The back of the envelope delivered under (a) must bear the following information: ""Service is being made under Code of Civil Procedure section 1011(b) on a party whose residence address is unknown."" [Name of party whose residence address is unknown] [Case name and number]  (Subd (b) amended and lettered effective January 1, 2003.) Rule 3.252 renumbered effective January 1, 2007; adopted as rule 202.5 effective July 1, 1997; previously amended effective January 1, 2003.  CALIFORNIA RULES OF COURT   2025",,,977,
3.527,"Notice of hearing on petition for coordination  (a) Timing and notice of hearing  The coordination motion judge must set a hearing date on a petition for coordination within 30 days of the date of the order assigning the coordination motion judge. When a coordination motion judge is assigned to decide a petition for coordination that lists additional included actions sharing a common question of law or fact with included actions in a petition for coordination already pending before the judge, the judge may continue the hearing date on the first petition no more than 30 calendar days in order to hear both petitions at the same time. The petitioner must provide notice of the hearing to each party appearing in an included action. If the coordination motion judge determines that a party that should be served with notice of the petition for coordination has not been served with notice, the coordination motion judge must order the petitioner to promptly serve that party. If the coordination motion judge determines that a hearing is not required under (b), the hearing date must be vacated and notice provided to the parties.  (Subd (a) amended and relettered effective January 1, 2005; adopted as subd (b).)  (b) Circumstances in which hearing required  A hearing must be held to decide a petition for coordination if a party opposes coordination. A petition for coordination may not be denied unless a hearing has been held.  (Subd (b) adopted effective January 1, 2005.)  (c) Report to the Chair of the Judicial Council  If the petition for coordination has not been decided within 30 calendar days after the hearing, the coordination motion judge must promptly submit to the Chair of the Judicial Council a written report describing: (1) The present status of the petition for coordination proceeding; (2) Any factors or circumstances that may have caused undue or unanticipated delay in the decision on the petition for coordination; and (3) Any stay orders that are in effect.  (Subd (c) amended effective January 1, 2005.) Rule 3.527 renumbered effective January 1, 2007; adopted as rule 1527 effective January 1, 1974; previously amended effective January 1, 2005.  CALIFORNIA RULES OF COURT   2025",,,2215,
3.817,"Arbitration hearings; notice; when and where held  (a) Setting hearing; notice  Within 15 days after the appointment of the arbitrator, the arbitrator must set the time, date, and place of the arbitration hearing and notify each party and the administrator in writing of the time, date, and place set.  (Subd (a) amended and lettered effective January 1, 2004; adopted as part of unlettered subd.)  (b) Date of hearing; limitations  Except upon the agreement of all parties and the arbitrator, the arbitration hearing date must not be set: (1) Earlier than 30 days after the date the arbitrator sends the notice of the hearing under (a); or (2) On Saturdays, Sundays, or legal holidays.  (Subd (b) amended and lettered effective January 1, 2004; adopted as part of unlettered subd.)  (c) Hearing completion deadline  The hearing must be scheduled so as to be completed no later than 90 days from the date of the assignment of the case to the arbitrator, including any time due to continuances granted under rule 3.818.  (Subd (c) amended effective January 1, 2007; adopted as part of unlettered subd; previously amended and relettered effective January 1, 2004.)  (d) Hearing location  The hearing must take place in appropriate facilities provided by the court or selected by the arbitrator.  (Subd (d) amended effective January 1, 2004.) Rule 3.817 amended and renumbered effective January 1, 2007; adopted as rule 1611 effective July 1, 1976; previously amended effective July 1, 1979, and January 1, 1992; previously amended and renumbered as rule 1607 effective January 1, 2004.  CALIFORNIA RULES OF COURT   2025",,,1614,
3.930,"Documents and exhibits  All referees and parties in proceedings before a referee appointed under Code of Civil Procedure section 638 or 639 must comply with the applicable requirements of rule 2.400 concerning the filing and handling of documents and exhibits.  Rule 3.930 adopted effective January 1, 2010.  CALIFORNIA RULES OF COURT   2025",,,348,
3.931,"Open proceedings, notice of proceedings, and order for hearing site  (a) Open proceedings  All proceedings before a referee that would be open to the public if held before a judge must be open to the public, regardless of whether they are held in a court facility or in another location.  (b) Notice regarding proceedings before referee  (1) In each case in which he or she is appointed, a referee must file a statement that provides the name, telephone number, e-mail address, and mailing address of a person who may be contacted to obtain information about the date, time, location, and general nature of all hearings scheduled in matters pending before the referee that would be open to the public if held before a judge. This statement must be filed at the same time as the referee's certification under rule 3.904(a) or 3.924(a). If there is any change in this contact information, the referee must promptly file a revised statement with the court. (2) In addition to providing the information required under (1), the statement filed by a referee may also provide the address of a publicly accessible website at which the referee will maintain a current calendar setting forth the date, time, location, and general nature of any hearings scheduled in the matter that would be open to the public if held before a judge. (3) The clerk must post the information from the statement filed by the referee in the court facility.  (Subd (b) amended effective January 1, 2016.)  (c) Appropriate hearing site  (1) The presiding judge or his or her designee, on application of any person or on the judge's own motion, may order that a case before a referee must be heard at a site easily accessible to the public and appropriate for seating those who have made known their plan to attend hearings. The application must state facts showing good cause for granting the application, must be served on all parties and the referee, and filed with the court. The proceedings are not stayed while the application is pending unless the presiding judge or his or her designee orders that they be stayed. The issuance of an order for an accessible and appropriate hearing site is not grounds for withdrawal of a stipulation for the appointment of a referee. (2) If a court staff mediator or evaluator is required to attend a hearing before a referee, unless otherwise ordered by the presiding judge or his or her designee, that hearing must take place at a location requiring no more than 15 minutes' travel time from the mediator's or evaluator's work site.  Rule 3.931 amended effective January 1, 2016; adopted effective January 1, 2010.  CALIFORNIA RULES OF COURT   2025",,,2659,
8.490,"Filing, finality, and modification of decisions; rehearing; remittitur  (a) Filing and modification of decisions  Rule 8.264(a) and (c) govern the filing and modification of decisions in writ proceedings.  (b) Finality of decision  (1) Except as otherwise ordered by the court, the following decisions regarding petitions for writs within the court's original jurisdiction are final in the issuing court when filed: (A) An order denying or dismissing such a petition without issuance of an alternative writ, order to show cause, or writ of review; and (B) An order denying or dismissing such a petition as moot after issuance of an alternative writ, order to show cause, or writ of review. (2) All other decisions in a writ proceeding are final 30 days after the decision is filed, except as follows: (A) If necessary to prevent mootness or frustration of the relief granted or to otherwise promote the interests of justice, the court may order early finality in that court of a decision granting a petition for a writ within its original jurisdiction or denying such a petition after issuing an alternative writ, order to show cause, or writ of review. The decision may provide for finality in that court on filing or within a stated period of less than 30 days. (B) If a Court of Appeal certifies its opinion for publication or partial publication after filing its decision and before the decision becomes final in that court, the 30 days or other finality period ordered under (A) runs from the filing date of the order for publication. (C) If an order modifying a decision changes the appellate judgment, the 30 days or other finality period ordered under (A) runs from the filing date of the modification order.  (Subd (b) amended effective January 1, 2014.)  (c) Rehearing  (1) Rule 8.268 governs rehearing in the Courts of Appeal. (2) Rule 8.536 governs rehearing in the Supreme Court.  (Subd (c) adopted effective January 1, 2014.)  (d) Remittitur  A Court of Appeal must issue a remittitur in a writ proceeding under this chapter except when the court issues one of the orders listed in (b)(1). Rule 8.272(b)-(d) governs issuance of a remittitur by a Court of Appeal in writ proceedings under this chapter.  (Subd (d) relettered effective January 1, 2014; adopted as subd (c).) Rule 8.490 amended effective January 1, 2014; adopted effective January 1, 2009.  Advisory Committee Comment Subdivision (b).   This provision addresses the finality of decisions in proceedings relating to writs of mandate, certiorari, and prohibition. See rule 8.264(b) for provisions addressing the finality of decisions in proceedings under chapter 2, relating to civil appeals, and rule 8.366 for provisions addressing the finality of decisions in proceedings under chapter 3, relating to criminal appeals.  Subdivision (b)(1).   Examples of situations in which the court may issue an order dismissing a writ petition include when the petitioner fails to comply with an order of the court, when the court recalls the alternative writ, order to show cause, or writ of review as improvidently granted, or when the petition becomes moot.  CALIFORNIA RULES OF COURT   2025",,,3257,
8.520,"Briefs by parties and amici curiae; judicial notice  (a) Parties' briefs; time to file  (1) Within 30 days after the Supreme Court files the order of review, the petitioner must serve and file in that court either an opening brief on the merits or the brief it filed in the Court of Appeal. (2) Within 30 days after the petitioner files its brief or the time to do so expires, the opposing party must serve and file either an answer brief on the merits or the brief it filed in the Court of Appeal. (3) The petitioner may file a reply brief on the merits or the reply brief it filed in the Court of Appeal. A reply brief must be served and filed within 20 days after the opposing party files its brief. (4) A party filing a brief it filed in the Court of Appeal must attach to the cover a notice of its intent to rely on the brief in the Supreme Court. (5) The time to serve and file a brief may not be extended by stipulation but only by order of the Chief Justice under rule 8.60. (6) The court may designate which party is deemed the petitioner or otherwise direct the sequence in which the parties must file their briefs.  (Subd (a) amended effective January 1, 2007.)  (b) Form and content  (1) Briefs filed under this rule must comply with the relevant provisions of rule 8.204. (2) The body of the petitioner's brief on the merits must begin by quoting either: (A) Any order specifying the issues to be briefed; or, if none, (B) The statement of issues in the petition for review and, if any, in the answer. (3) Unless the court orders otherwise, briefs on the merits must be limited to the issues stated in (2) and any issues fairly included in them.  (Subd (b) amended effective January 1, 2007.)  (c) Length  (1) If produced on a computer, an opening or answering brief on the merits must not exceed 14,000 words, including footnotes, and a reply brief on the merits must not exceed 8,400 words, including footnotes. Each brief must include a certificate by appellate counsel or an unrepresented party stating the number of words in the brief. The person certifying may rely on the word count of the computer program used to prepare the brief. (2) If typewritten, an opening or answering brief on the merits must not exceed 50 pages and a reply brief on the merits must not exceed 30 pages. (3) The tables required under rule 8.204(a)(1), the cover information required under rule 8.204(b)(10), a certificate under (1), any signature block, any attachment under (h), and any quotation of issues required by (b)(2) are excluded from the limits stated in (1) and (2). (4) On application and for good cause, the Chief Justice may permit a longer brief.  (Subd (c) amended effective January 1, 2011; previously amended effective January 1, 2007, and January 1, 2009.)  (d) Supplemental briefs  (1) A party may file a supplemental brief limited to new authorities, new legislation, or other matters that were not available in time to be included in the party's brief on the merits.  CALIFORNIA RULES OF COURT   2025",,,7442,
8.642,"Filing, finality, and modification of decision; rehearing; remittitur  Rules 8.532 through 8.540 govern the filing, finality, and modification of decision, rehearing, and issuance of remittitur by the Supreme Court in an appeal from a judgment of death.  Rule 8.642 amended and renumbered effective January 1, 2007; adopted as rule 36.3 effective January 1, 2004.  CALIFORNIA RULES OF COURT   2025",,,404,
8.881,"Notice of briefing schedule  When the record is filed, the clerk of the appellate division must promptly send a notice to each appellate counsel or unrepresented party giving the dates the briefs are due.  Rule 8.881 amended effective January 1, 2016; adopted effective January 1, 2009.  CALIFORNIA RULES OF COURT   2025",,,327,
8.926,"Notice of briefing schedule  When the record is filed, the clerk of the appellate division must promptly mail, to each appellate counsel or unrepresented party, a notice giving the dates the briefs are due.  Rule 8.926 adopted effective January 1, 2009.  CALIFORNIA RULES OF COURT   2025",,,294,
8.935,"Filing, finality, and modification of decisions; rehearing; remittitur  (a) Filing of decision  (1) The appellate division clerk must promptly file all opinions and orders of the court and on the same day send copies (by e-mail where permissible under rule 2.251) showing the filing date to the parties and, when relevant, to the trial court. (2) A decision must identify the participating judges, including the author of any majority opinion and of any concurring or dissenting opinion, or the judges participating in a ""by the court"" decision.  (Subd (a) amended effective January 1, 2019; adopted effective January 1, 2014.)  (b) Finality of decision  (1) Except as otherwise ordered by the court, the following appellate division decisions regarding petitions for writs within the court's original jurisdiction are final in the issuing court when filed: (A) An order denying or dismissing such a petition without issuance of an alternative writ, order to show cause, or writ of review; and (B) An order denying or dismissing such a petition as moot after issuance of an alternative writ, order to show cause, or writ of review. (2) Except as otherwise provided in (3), all other appellate division decisions in a writ proceeding are final 30 days after the decision is sent by the court clerk to the parties. (3) If necessary to prevent mootness or frustration of the relief granted or to otherwise promote the interests of justice, an appellate division may order early finality in that court of a decision granting a petition for a writ within its original jurisdiction or denying such a petition after issuing an alternative writ, order to show cause, or writ of review. The decision may provide for finality in that court on filing or within a stated period of less than 30 days.  (Subd (b) amended effective January 1, 2019; adopted as subd (a); previously amended and relettered effective January 1, 2014.)  (c) Modification of decisions  Rule 8.888(b) governs the modification of appellate division decisions in writ proceedings.  (Subd (c) adopted effective January 1, 2014.)  (d) Rehearing  Rule 8.889 governs rehearing in writ proceedings in the appellate division.  (Subd (d) adopted effective January 1, 2014.)  (e) Remittitur  Except as provided in rule 8.1018 for cases transferred to the Courts of Appeal, the appellate division must issue a remittitur after the court issues a decision in a writ proceeding except when the court issues one of the orders listed in (b) (1). Rule 8.890(b)-(d) govern issuance of a remittitur in these proceedings, including the clerk's duties, immediate issuance, stay, and recall of remittitur, and notice of issuance.  (Subd (e) amended and relettered effective January 1, 2014; adopted as subd (e).) Rule 8.935 amended effective January 1, 2019; adopted effective January 1, 2009; previously amended effective January 1, 2014.  Advisory Committee Comment Subdivision (b).   This provision addresses the finality of decisions in proceedings relating to writs of mandate, certiorari, and prohibition. See rule 8.888(a) for provisions addressing the finality of decisions in appeals.  CALIFORNIA RULES OF COURT   2025",,,3603,
3.520,"Motions filed in the trial court  (a) General requirements  A motion filed in the trial court under this rule must specify the matters required by rule 3.521(a) and must be made in the manner provided by law for motions in civil actions generally.  (Subd (a) amended effective January 1, 2007; previously amended effective January 1, 1983, and January 1, 2005.)  (b) Permission to submit a petition for coordination  (1)   Request for permission to submit coordination petition  If a direct petition is not authorized by Code of Civil Procedure section 404, a party may request permission from the presiding judge of the court in which one of the included actions is pending to submit a petition for coordination to the Chair of the Judicial Council. The request must be made by noticed motion accompanied by a proposed order. The proposed order must state that the moving party has permission to submit a petition for coordination to the Chair of the Judicial Council under rules 3.521-3.523. (2)   Order to be prepared  If permission to submit a petition is granted, the moving party must serve and file the signed order and submit it to the Chair of the Judicial Council. (3)   Stay permitted pending preparation of petition  To provide sufficient time for a party to submit a petition, the presiding judge may stay all related actions pending in that court for a reasonable time not to exceed 30 calendar days.  (Subd (b) amended effective January 1, 2007; previously amended effective January 1, 1983, January 1, 2005, and July 1, 2006.) Rule 3.520 amended and renumbered effective January 1, 2007; adopted as rule 1520 effective January 1, 1974; previously amended effective January 1, 1983, January 1, 2005, and July 1, 2006.  CALIFORNIA RULES OF COURT   2025",,,1760,
3.932,"Motions or applications to be heard by the court  (a) Motion or application to seal records  A motion or application to seal records in a case pending before a referee must be filed with the court and served on all parties that have appeared in the case and the referee. The motion or application must be heard by the trial court judge to whom the case is assigned or, if the case has not been assigned, by the presiding judge or his or her designee. Rules 2.550 and 2.551 apply to the motion or application to seal the records.  (b) Motion for leave to file complaint for intervention  A motion for leave to file a complaint for intervention in a case pending before a referee must be filed with the court and served on all parties and the referee. The motion must be heard by the trial court judge to whom the case is assigned or, if the case has not been assigned, by the presiding judge or his or her designee. If intervention is allowed, the case must be returned to the trial court docket unless all parties stipulate in the manner prescribed in rule 3.901 to proceed before the referee.  Rule 3.932 adopted effective January 1, 2010.  CALIFORNIA RULES OF COURT   2025",,,1178,
8.332,"Juror-identifying information  (a) Application  A clerk's transcript, a reporter's transcript, or any other document in the record that contains juror-identifying information must comply with this rule.  (Subd (a) amended effective January 1, 2007.)  (b) Juror names, addresses, and telephone numbers  (1) The name of each trial juror or alternate sworn to hear the case must be replaced with an identifying number wherever it appears in any document. The superior court clerk must prepare and keep under seal in the case file a table correlating the jurors' names with their identifying numbers. The clerk and the reporter must use the table in preparing all transcripts or other documents. (2) The addresses and telephone numbers of trial jurors and alternates sworn to hear the case must be deleted from all documents.  (c) Potential jurors  Information identifying potential jurors called but not sworn as trial jurors or alternates must not be sealed unless otherwise ordered under Code of Civil Procedure section 237(a)(1).  Rule 8.332 amended and renumbered effective January 1, 2007; adopted as rule 31.3 effective January 1, 2004.  Advisory Committee Comment  Rule 8.332 implements Code of Civil Procedure section 237.  CALIFORNIA RULES OF COURT   2025",,,1260,
